SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,SEASON,SEASON_TYPE,PLAYER_ID,PLAYER_NAME
22012,202696,0021200016,2012-11-02,ORL vs. DEN,W,16,3,6,0.5,0,0,0.0,0,0,0.0,1,3,4,0,1,2,1,4,6,-5,1,2012-13,Regular Season,202696,Nikola Vučević
22012,202696,0021200039,2012-11-04,ORL vs. PHX,W,37,9,16,0.563,0,0,0.0,0,0,0.0,6,7,13,3,1,0,2,3,18,26,1,2012-13,Regular Season,202696,Nikola Vučević
22012,202696,0021200050,2012-11-06,ORL @ CHI,L,42,5,13,0.385,0,0,0.0,6,7,0.857,3,7,10,0,1,2,2,3,16,1,1,2012-13,Regular Season,202696,Nikola Vučević
22012,202696,0021200060,2012-11-07,ORL @ MIN,L,18,1,4,0.25,0,0,0.0,0,0,0.0,1,3,4,0,0,0,0,2,2,-15,1,2012-13,Regular Season,202696,Nikola Vučević
22012,202696,0021200069,2012-11-09,ORL vs. BKN,L,32,5,10,0.5,0,0,0.0,0,0,0.0,1,4,5,3,0,1,2,4,10,-35,1,2012-13,Regular Season,202696,Nikola Vučević
22012,202696,0021200090,2012-11-11,ORL @ BKN,L,40,6,15,0.4,0,0,0.0,2,2,1.0,4,9,13,3,0,1,1,4,14,1,1,2012-13,Regular Season,202696,Nikola Vučević
22012,202696,0021200104,2012-11-13,ORL vs. NYK,L,36,6,10,0.6,0,0,0.0,0,0,0.0,1,9,10,2,2,0,4,1,12,-8,1,2012-13,Regular Season,202696,Nikola Vučević
22012,202696,0021200123,2012-11-16,ORL @ DET,W,28,5,12,0.417,0,0,0.0,1,2,0.5,4,9,13,3,0,2,3,2,11,1,1,2012-13,Regular Season,202696,Nikola Vučević
22012,202696,0021200140,2012-11-18,ORL @ TOR,L,33,5,11,0.455,0,0,0.0,2,4,0.5,0,6,6,1,0,1,0,3,12,-19,1,2012-13,Regular Season,202696,Nikola Vučević
22012,202696,0021200149,2012-11-19,ORL @ ATL,L,26,2,4,0.5,0,0,0.0,1,2,0.5,3,10,13,2,1,1,1,1,5,-19,1,2012-13,Regular Season,202696,Nikola Vučević
22012,202696,0021200158,2012-11-21,ORL vs. DET,W,22,3,6,0.5,0,0,0.0,0,0,0.0,1,5,6,0,1,1,3,4,6,10,1,2012-13,Regular Season,202696,Nikola Vučević
22012,202696,0021200172,2012-11-23,ORL vs. CLE,W,32,5,11,0.455,0,0,0.0,0,0,0.0,4,4,8,2,0,2,3,3,10,11,1,2012-13,Regular Season,202696,Nikola Vučević
22012,202696,0021200195,2012-11-25,ORL vs. BOS,L,17,3,4,0.75,0,0,0.0,0,0,0.0,0,3,3,1,1,1,1,2,6,-8,1,2012-13,Regular Season,202696,Nikola Vučević
22012,202696,0021200210,2012-11-28,ORL vs. SAS,L,16,1,4,0.25,0,0,0.0,0,0,0.0,3,2,5,1,1,1,2,0,2,-1,1,2012-13,Regular Season,202696,Nikola Vučević
