SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,SEASON,SEASON_TYPE,PLAYER_ID,PLAYER_NAME,DATASET_CREATED
22014,201142,21400755,2015-02-06,OKC vs. NOP,L,43,9,26,0.346,3,10,0.3,6,7,0.857,2,3,5,4,2,1,2,2,27,0,1,2014-15,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22014,201142,21400765,2015-02-08,OKC vs. LAC,W,29,10,15,0.667,2,3,0.667,7,7,1.0,2,3,5,6,0,0,2,3,29,16,1,2014-15,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22014,201142,21400782,2015-02-09,OKC @ DEN,W,37,13,19,0.684,7,12,0.583,7,11,0.636,0,4,4,2,1,0,4,2,40,18,1,2014-15,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22014,201142,21400795,2015-02-11,OKC vs. MEM,W,34,9,15,0.6,4,6,0.667,4,4,1.0,0,10,10,3,1,3,0,0,26,28,1,2014-15,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22014,201142,21400801,2015-02-19,OKC vs. DAL,W,37,4,14,0.286,2,6,0.333,2,2,1.0,1,5,6,5,1,0,2,1,12,15,1,2014-15,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500013,2015-10-28,OKC vs. SAS,W,35,6,19,0.316,2,6,0.333,8,8,1.0,0,6,6,0,0,0,1,2,22,0,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500022,2015-10-30,OKC @ ORL,W,54,15,30,0.5,3,9,0.333,10,11,0.909,1,11,12,2,1,2,2,4,43,3,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500044,2015-11-01,OKC vs. DEN,W,28,8,11,0.727,3,5,0.6,6,6,1.0,0,2,2,5,0,1,2,2,25,17,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500049,2015-11-02,OKC @ HOU,L,35,9,19,0.474,4,9,0.444,7,9,0.778,1,3,4,0,0,2,5,0,29,-4,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500066,2015-11-04,OKC vs. TOR,L,38,10,18,0.556,2,5,0.4,5,6,0.833,0,7,7,4,2,3,1,1,27,3,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500070,2015-11-05,OKC @ CHI,L,41,13,29,0.448,3,6,0.5,4,5,0.8,0,6,6,5,0,2,3,2,33,1,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500097,2015-11-08,OKC vs. PHX,W,32,12,19,0.632,2,5,0.4,6,7,0.857,0,11,11,4,3,0,2,2,32,32,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500107,2015-11-10,OKC @ WAS,W,17,4,8,0.5,2,2,1.0,4,4,1.0,0,10,10,4,0,0,2,0,14,15,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500208,2015-11-23,OKC @ UTA,W,30,10,13,0.769,3,6,0.5,4,4,1.0,0,6,6,1,4,1,4,2,27,13,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500223,2015-11-25,OKC vs. BKN,W,37,11,18,0.611,5,8,0.625,3,4,0.75,0,6,6,5,0,3,3,0,30,18,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500234,2015-11-27,OKC vs. DET,W,38,10,22,0.455,4,9,0.444,10,10,1.0,1,12,13,5,0,3,3,0,34,13,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500256,2015-11-30,OKC @ ATL,L,40,9,18,0.5,2,4,0.5,5,5,1.0,0,6,6,6,1,4,2,0,25,0,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500277,2015-12-03,OKC @ MIA,L,34,9,21,0.429,2,7,0.286,5,7,0.714,0,9,9,6,1,0,5,2,25,-7,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500303,2015-12-06,OKC vs. SAC,W,39,7,13,0.538,1,6,0.167,5,7,0.714,0,10,10,4,1,0,10,1,20,6,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500316,2015-12-08,OKC @ MEM,W,31,11,14,0.786,4,5,0.8,6,6,1.0,0,10,10,6,3,0,3,1,32,37,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500331,2015-12-10,OKC vs. ATL,W,37,8,14,0.571,2,2,1.0,7,7,1.0,0,12,12,10,1,0,5,2,25,9,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500341,2015-12-11,OKC @ UTA,W,37,8,17,0.471,1,6,0.167,4,4,1.0,0,8,8,3,2,1,2,2,21,-2,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500356,2015-12-13,OKC vs. UTA,W,43,10,17,0.588,2,6,0.333,9,10,0.9,0,5,5,6,1,1,4,3,31,9,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500378,2015-12-16,OKC vs. POR,W,29,8,14,0.571,1,4,0.25,7,9,0.778,0,6,6,4,0,1,3,2,24,16,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500384,2015-12-17,OKC @ CLE,L,41,7,17,0.412,2,6,0.333,9,10,0.9,0,3,3,5,0,2,4,0,25,-2,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500398,2015-12-19,OKC vs. LAL,W,30,7,13,0.538,3,4,0.75,5,7,0.714,0,8,8,2,0,0,2,1,22,29,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500418,2015-12-21,OKC @ LAC,W,38,10,24,0.417,1,7,0.143,3,4,0.75,1,8,9,7,2,2,2,1,24,6,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500435,2015-12-23,OKC @ LAL,W,28,7,9,0.778,1,2,0.5,6,6,1.0,0,7,7,5,0,3,3,4,21,41,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500437,2015-12-25,OKC vs. CHI,L,42,11,21,0.524,1,6,0.167,6,6,1.0,2,7,9,7,1,1,2,1,29,-4,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500456,2015-12-27,OKC vs. DEN,W,39,11,21,0.524,3,5,0.6,1,1,1.0,1,3,4,10,0,1,2,3,26,12,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500472,2015-12-29,OKC vs. MIL,W,39,6,18,0.333,1,7,0.143,13,13,1.0,1,5,6,8,1,1,4,2,26,2,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500488,2015-12-31,OKC vs. PHX,W,40,9,21,0.429,2,8,0.25,3,5,0.6,0,2,2,2,0,1,1,0,23,10,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500497,2016-01-02,OKC @ CHA,W,35,8,13,0.615,3,3,1.0,10,11,0.909,0,11,11,2,0,4,3,3,29,19,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500534,2016-01-06,OKC vs. MEM,W,33,9,18,0.5,2,3,0.667,6,6,1.0,4,13,17,3,1,1,3,1,26,21,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500549,2016-01-08,OKC @ LAL,W,40,10,15,0.667,2,4,0.5,2,2,1.0,0,7,7,2,2,1,2,0,24,4,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500564,2016-01-10,OKC @ POR,L,40,10,23,0.435,2,6,0.333,6,6,1.0,1,5,6,4,1,0,3,2,28,1,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500574,2016-01-12,OKC @ MIN,W,36,11,25,0.44,2,9,0.222,6,6,1.0,1,6,7,3,1,0,3,5,30,6,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500582,2016-01-13,OKC vs. DAL,W,33,9,14,0.643,4,8,0.5,7,9,0.778,1,9,10,4,1,0,3,0,29,21,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500594,2016-01-15,OKC vs. MIN,W,30,7,14,0.5,1,5,0.2,6,7,0.857,0,6,6,7,1,0,1,1,21,15,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500611,2016-01-17,OKC vs. MIA,W,31,8,20,0.4,3,8,0.375,5,5,1.0,1,9,10,3,3,1,5,2,24,16,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500627,2016-01-19,OKC @ DEN,W,36,10,23,0.435,3,9,0.333,7,8,0.875,0,12,12,4,2,2,1,5,30,4,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500636,2016-01-20,OKC vs. CHA,W,30,9,20,0.45,1,5,0.2,7,10,0.7,0,5,5,5,0,0,3,1,26,18,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500651,2016-01-22,OKC @ DAL,W,38,10,21,0.476,2,8,0.25,2,2,1.0,0,3,3,7,1,2,3,0,24,-1,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500664,2016-01-24,OKC @ BKN,L,41,11,22,0.5,2,10,0.2,8,10,0.8,0,10,10,7,2,1,5,3,32,-9,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500679,2016-01-26,OKC @ NYK,W,43,12,26,0.462,4,7,0.571,16,18,0.889,2,12,14,5,1,0,4,3,44,12,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500688,2016-01-27,OKC @ MIN,W,37,10,20,0.5,1,3,0.333,6,7,0.857,0,9,9,5,0,1,1,4,27,-1,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500701,2016-01-29,OKC vs. HOU,W,40,11,18,0.611,2,5,0.4,9,9,1.0,1,11,12,3,1,1,4,3,33,10,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500725,2016-02-01,OKC vs. WAS,W,36,9,18,0.5,2,7,0.286,8,9,0.889,3,6,9,4,0,0,7,3,28,13,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500740,2016-02-03,OKC vs. ORL,W,37,12,25,0.48,6,12,0.5,7,8,0.875,0,5,5,5,2,3,4,1,37,2,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500769,2016-02-06,OKC @ GSW,L,40,12,25,0.48,3,9,0.333,13,13,1.0,2,12,14,5,1,2,5,1,40,-3,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500783,2016-02-08,OKC @ PHX,W,38,11,21,0.524,5,9,0.556,5,5,1.0,2,4,6,3,1,2,1,2,32,20,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500802,2016-02-11,OKC vs. NOP,W,30,10,17,0.588,3,8,0.375,0,0,0.0,0,3,3,6,1,0,4,0,23,14,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500812,2016-02-19,OKC vs. IND,L,38,13,26,0.5,2,9,0.222,3,3,1.0,0,8,8,3,0,1,5,4,31,-7,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500824,2016-02-21,OKC vs. CLE,L,33,10,21,0.476,4,8,0.5,2,3,0.667,1,4,5,3,0,3,3,4,26,-17,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500852,2016-02-24,OKC @ DAL,W,35,8,17,0.471,2,9,0.222,6,6,1.0,1,7,8,6,2,1,4,1,24,9,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500857,2016-02-25,OKC @ NOP,L,39,13,23,0.565,3,7,0.429,3,4,0.75,1,13,14,7,0,2,4,1,32,-7,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500874,2016-02-27,OKC vs. GSW,L,39,13,26,0.5,7,11,0.636,4,4,1.0,0,12,12,5,1,2,5,6,37,15,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500889,2016-02-29,OKC @ SAC,W,32,8,17,0.471,4,9,0.444,7,7,1.0,1,9,10,6,2,1,2,0,27,15,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500907,2016-03-02,OKC @ LAC,L,39,12,27,0.444,3,12,0.25,3,4,0.75,0,11,11,5,0,5,6,2,30,-4,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500911,2016-03-03,OKC @ GSW,L,39,11,17,0.647,0,1,0.0,10,11,0.909,0,10,10,9,1,2,9,1,32,-13,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500930,2016-03-06,OKC @ MIL,W,40,6,14,0.429,4,9,0.444,16,18,0.889,1,12,13,8,2,1,5,2,32,10,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500955,2016-03-09,OKC vs. LAC,W,36,11,20,0.55,5,8,0.625,3,4,0.75,1,11,12,7,1,0,6,4,30,14,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500968,2016-03-11,OKC vs. MIN,L,38,11,20,0.55,2,5,0.4,4,4,1.0,0,6,6,1,0,1,6,2,28,-5,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500979,2016-03-12,OKC @ SAS,L,37,11,25,0.44,0,5,0.0,6,6,1.0,0,4,4,8,1,1,3,4,28,-2,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21500993,2016-03-14,OKC vs. POR,W,26,6,15,0.4,1,5,0.2,7,7,1.0,0,5,5,7,0,0,2,0,20,21,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21501003,2016-03-16,OKC @ BOS,W,30,9,19,0.474,2,5,0.4,8,9,0.889,1,6,7,9,0,2,1,3,28,30,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21501021,2016-03-18,OKC @ PHI,W,34,11,16,0.688,1,4,0.25,3,3,1.0,1,12,13,6,0,1,5,4,26,13,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21501031,2016-03-19,OKC @ IND,W,37,11,20,0.55,3,8,0.375,8,10,0.8,2,11,13,8,3,1,3,3,33,4,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21501054,2016-03-22,OKC vs. HOU,W,37,8,19,0.421,1,5,0.2,6,8,0.75,2,5,7,4,0,0,4,1,23,7,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21501071,2016-03-24,OKC vs. UTA,W,30,7,11,0.636,2,4,0.5,4,5,0.8,1,7,8,9,2,1,5,0,20,30,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21501088,2016-03-26,OKC vs. SAS,W,32,13,20,0.65,5,7,0.714,0,0,0.0,1,9,10,3,0,0,5,3,31,11,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21501098,2016-03-28,OKC @ TOR,W,37,11,27,0.407,3,10,0.3,9,10,0.9,1,7,8,8,1,1,1,1,34,15,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21501126,2016-03-31,OKC vs. LAC,W,40,10,22,0.455,1,8,0.125,10,11,0.909,2,6,8,5,2,0,5,2,31,10,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21501145,2016-04-03,OKC @ HOU,L,37,10,22,0.455,3,10,0.3,10,10,1.0,0,8,8,2,1,1,6,5,33,-12,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21501160,2016-04-05,OKC @ DEN,W,29,8,14,0.571,3,6,0.5,7,7,1.0,0,5,5,8,3,1,1,1,26,21,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21501193,2016-04-09,OKC @ SAC,L,40,11,29,0.379,4,12,0.333,5,6,0.833,2,4,6,8,0,0,5,1,31,4,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22015,201142,21501209,2016-04-11,OKC vs. LAL,W,27,11,18,0.611,6,11,0.545,6,6,1.0,0,5,5,3,1,1,2,2,34,30,1,2015-16,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500161,2016-04-16,OKC vs. DAL,W,27,7,15,0.467,2,6,0.333,7,7,1.0,1,4,5,5,0,0,3,3,23,28,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500162,2016-04-18,OKC vs. DAL,L,44,7,33,0.212,2,11,0.182,5,5,1.0,1,8,9,2,0,1,7,2,21,-1,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500163,2016-04-21,OKC @ DAL,W,37,11,25,0.44,3,9,0.333,9,11,0.818,0,7,7,3,1,0,4,3,34,13,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500164,2016-04-23,OKC @ DAL,W,43,7,20,0.35,1,4,0.25,4,8,0.5,0,4,4,4,1,1,1,2,19,7,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500165,2016-04-25,OKC vs. DAL,W,41,11,24,0.458,3,11,0.273,8,8,1.0,2,5,7,2,0,1,2,1,33,13,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500231,2016-04-30,OKC @ SAS,L,33,6,15,0.4,0,2,0.0,4,4,1.0,1,7,8,6,0,0,1,3,16,-31,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500232,2016-05-02,OKC @ SAS,W,42,11,19,0.579,1,2,0.5,5,5,1.0,0,7,7,4,0,1,5,1,28,3,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500233,2016-05-06,OKC vs. SAS,L,42,10,18,0.556,1,5,0.2,5,6,0.833,0,5,5,3,1,1,5,3,26,-1,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500234,2016-05-08,OKC vs. SAS,W,43,14,25,0.56,3,9,0.333,10,13,0.769,1,4,5,4,1,0,5,1,41,17,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500235,2016-05-10,OKC @ SAS,W,43,8,21,0.381,2,5,0.4,5,6,0.833,1,5,6,5,2,1,5,1,23,7,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500236,2016-05-12,OKC vs. SAS,W,43,12,24,0.5,1,4,0.25,12,12,1.0,0,9,9,2,0,0,2,0,37,9,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500311,2016-05-16,OKC @ GSW,W,46,10,30,0.333,1,4,0.25,5,7,0.714,1,9,10,3,3,1,5,1,26,8,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500312,2016-05-18,OKC @ GSW,L,35,11,18,0.611,2,4,0.5,5,5,1.0,1,5,6,1,1,0,8,4,29,-17,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500313,2016-05-22,OKC vs. GSW,W,32,10,15,0.667,1,3,0.333,12,12,1.0,1,7,8,2,0,3,1,3,33,36,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500314,2016-05-24,OKC vs. GSW,W,41,8,24,0.333,1,5,0.2,9,10,0.9,1,10,11,4,4,3,3,1,26,22,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500315,2016-05-26,OKC @ GSW,L,45,12,31,0.387,3,11,0.273,13,13,1.0,0,7,7,4,1,1,3,3,40,-4,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500316,2016-05-28,OKC vs. GSW,L,45,10,31,0.323,1,8,0.125,8,10,0.8,2,5,7,3,2,3,3,4,29,-6,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
42015,201142,41500317,2016-05-30,OKC @ GSW,L,46,10,19,0.526,3,7,0.429,4,4,1.0,0,7,7,3,1,1,2,1,27,-4,1,2015-16,Playoffs,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600003,2016-10-25,GSW vs. SAS,L,37,11,18,0.611,1,3,0.333,4,5,0.8,0,10,10,4,2,2,0,2,27,-13,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600025,2016-10-28,GSW @ NOP,W,39,9,19,0.474,0,3,0.0,12,12,1.0,0,17,17,6,2,2,2,2,30,4,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600036,2016-10-30,GSW @ PHX,W,38,10,16,0.625,2,4,0.5,15,16,0.938,0,4,4,4,4,1,4,2,37,18,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600054,2016-11-01,GSW @ POR,W,31,9,15,0.6,0,3,0.0,2,3,0.667,1,4,5,2,4,1,2,3,20,13,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600069,2016-11-03,GSW vs. OKC,W,31,15,24,0.625,7,11,0.636,2,3,0.667,1,6,7,1,0,1,2,3,39,21,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600078,2016-11-04,GSW @ LAL,L,35,10,16,0.625,2,4,0.5,5,8,0.625,1,4,5,3,2,1,2,1,27,-17,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600099,2016-11-07,GSW vs. NOP,W,37,8,17,0.471,1,4,0.25,5,6,0.833,1,2,3,5,1,1,4,0,22,3,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600116,2016-11-09,GSW vs. DAL,W,35,10,16,0.625,4,7,0.571,4,5,0.8,0,10,10,4,0,1,3,3,28,20,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600119,2016-11-10,GSW @ DEN,W,30,8,16,0.5,0,3,0.0,2,2,1.0,2,7,9,5,1,2,1,2,18,29,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600143,2016-11-13,GSW vs. PHX,W,38,10,21,0.476,2,5,0.4,7,7,1.0,0,9,9,5,1,2,4,2,29,13,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600165,2016-11-16,GSW @ TOR,W,36,11,21,0.524,3,8,0.375,5,6,0.833,2,7,9,6,1,0,4,3,30,-6,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600179,2016-11-18,GSW @ BOS,W,33,10,13,0.769,1,2,0.5,2,4,0.5,1,9,10,7,2,1,2,1,23,32,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600191,2016-11-19,GSW @ MIL,W,36,10,17,0.588,5,8,0.625,8,11,0.727,0,6,6,5,2,1,0,5,33,4,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600202,2016-11-21,GSW @ IND,W,27,3,9,0.333,1,4,0.25,7,7,1.0,0,11,11,6,2,2,1,0,14,27,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600223,2016-11-23,GSW vs. LAL,W,30,11,15,0.733,2,4,0.5,4,5,0.8,1,5,6,5,1,1,1,3,28,17,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600238,2016-11-25,GSW @ LAL,W,33,11,19,0.579,3,6,0.5,4,6,0.667,1,5,6,9,1,2,2,4,29,36,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600244,2016-11-26,GSW vs. MIN,W,38,10,17,0.588,3,4,0.75,5,5,1.0,3,7,10,5,0,6,3,1,28,9,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600259,2016-11-28,GSW vs. ATL,W,36,8,16,0.5,1,3,0.333,8,8,1.0,0,14,14,3,1,2,4,1,25,-7,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600281,2016-12-01,GSW vs. HOU,L,49,12,28,0.429,3,11,0.273,12,12,1.0,1,13,14,2,3,3,2,3,39,-5,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600299,2016-12-03,GSW vs. PHX,W,32,5,7,0.714,1,1,1.0,9,9,1.0,0,4,4,8,0,3,1,1,20,27,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600314,2016-12-05,GSW vs. IND,W,22,9,14,0.643,0,2,0.0,2,3,0.667,1,7,8,4,0,2,2,3,20,15,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600330,2016-12-07,GSW @ LAC,W,32,5,17,0.294,1,5,0.2,5,6,0.833,0,8,8,7,1,0,0,3,16,14,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600335,2016-12-08,GSW @ UTA,W,36,7,15,0.467,1,3,0.333,6,8,0.75,0,11,11,4,1,2,3,2,21,11,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600351,2016-12-10,GSW @ MEM,L,31,7,13,0.538,3,6,0.5,4,5,0.8,0,7,7,1,1,2,3,2,21,-21,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600358,2016-12-11,GSW @ MIN,W,37,6,21,0.286,1,4,0.25,9,9,1.0,1,7,8,5,0,0,1,2,22,9,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600371,2016-12-13,GSW @ NOP,W,37,10,19,0.526,1,3,0.333,6,7,0.857,0,2,2,3,0,2,3,2,27,1,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600388,2016-12-15,GSW vs. NYK,W,33,7,18,0.389,1,6,0.167,0,0,0.0,1,13,14,8,0,2,2,1,15,8,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
22016,201142,21600405,2016-12-17,GSW vs. POR,W,31,11,13,0.846,4,5,0.8,8,10,0.8,1,10,11,4,2,1,5,2,34,33,1,2016-17,Regular Season,201142,Kevin Durant,2025-10-19 21:10:55
