SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,SEASON,SEASON_TYPE,PLAYER_ID,PLAYER_NAME
22013,2544,0021300002,2013-10-29,MIA vs. CHI,W,38,5,11,0.455,0,1,0.0,7,9,0.778,0,6,6,8,1,0,2,0,17,8,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300005,2013-10-30,MIA @ PHI,L,37,9,17,0.529,4,7,0.571,3,4,0.75,0,4,4,13,0,0,4,3,25,-8,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300028,2013-11-01,MIA @ BKN,L,42,11,19,0.579,1,2,0.5,3,5,0.6,1,6,7,6,2,1,5,2,26,-3,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300042,2013-11-03,MIA vs. WAS,W,35,9,14,0.643,3,5,0.6,4,5,0.8,0,3,3,5,1,0,6,2,25,16,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300051,2013-11-05,MIA @ TOR,W,36,13,20,0.65,1,3,0.333,8,8,1.0,2,6,8,8,0,1,1,2,35,3,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300070,2013-11-07,MIA vs. LAC,W,37,6,13,0.462,1,3,0.333,5,9,0.556,0,5,5,6,1,0,4,4,18,-1,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300089,2013-11-09,MIA vs. BOS,L,37,9,13,0.692,0,0,0.0,7,9,0.778,1,7,8,10,0,0,5,1,25,5,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300107,2013-11-12,MIA vs. MIL,W,30,13,21,0.619,4,7,0.571,3,6,0.5,0,3,3,2,0,0,3,0,33,14,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300130,2013-11-15,MIA vs. DAL,W,37,14,18,0.778,1,1,1.0,10,11,0.909,0,6,6,4,1,0,6,0,39,0,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300136,2013-11-16,MIA @ CHA,W,32,13,18,0.722,0,0,0.0,4,4,1.0,1,3,4,7,1,1,3,1,30,7,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300158,2013-11-19,MIA vs. ATL,W,31,6,13,0.462,0,0,0.0,1,3,0.333,2,4,6,5,1,0,3,0,13,14,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300164,2013-11-20,MIA @ ORL,W,29,5,11,0.455,0,2,0.0,11,11,1.0,1,5,6,7,1,1,4,0,21,23,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300191,2013-11-23,MIA vs. ORL,W,38,7,13,0.538,3,6,0.5,5,7,0.714,0,9,9,7,3,0,3,0,22,7,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300205,2013-11-25,MIA vs. PHX,W,33,11,14,0.786,2,4,0.5,11,11,1.0,0,5,5,4,1,1,4,0,35,1,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300219,2013-11-27,MIA @ CLE,W,37,9,19,0.474,1,3,0.333,9,11,0.818,0,8,8,8,3,0,1,3,28,0,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300230,2013-11-29,MIA @ TOR,W,36,10,17,0.588,3,5,0.6,4,6,0.667,1,5,6,3,1,1,3,2,27,3,1,2013-14,Regular Season,2544,LeBron James
22013,2544,0021300252,2013-12-01,MIA vs. CHA,W,38,8,13,0.615,1,3,0.333,9,10,0.9,0,5,5,4,1,1,3,0,26,-4,1,2013-14,Regular Season,2544,LeBron James
