SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,SEASON,SEASON_TYPE,PLAYER_ID,PLAYER_NAME
22012,2544,0021200002,2012-10-30,MIA vs. BOS,W,29,10,16,0.625,2,4,0.5,4,5,0.8,1,9,10,3,2,0,0,2,26,12,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200020,2012-11-02,MIA @ NYK,L,37,8,16,0.5,2,3,0.667,5,6,0.833,0,7,7,5,0,3,5,2,23,-21,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200030,2012-11-03,MIA vs. DEN,W,39,8,17,0.471,0,1,0.0,4,4,1.0,1,8,9,11,0,2,0,2,20,7,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200044,2012-11-05,MIA vs. PHX,W,30,10,17,0.588,2,3,0.667,1,3,0.333,3,8,11,1,0,0,3,2,23,25,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200056,2012-11-07,MIA vs. BKN,W,30,7,12,0.583,2,3,0.667,4,4,1.0,4,8,12,8,1,0,2,1,20,18,0,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200072,2012-11-09,MIA @ ATL,W,36,10,17,0.588,0,2,0.0,1,3,0.333,2,9,11,9,1,0,2,2,21,0,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200092,2012-11-11,MIA @ MEM,L,36,10,19,0.526,0,1,0.0,0,4,0.0,3,7,10,6,2,1,2,2,20,-18,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200099,2012-11-12,MIA @ HOU,W,40,14,26,0.538,5,8,0.625,5,8,0.625,1,9,10,6,0,0,0,1,38,8,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200117,2012-11-14,MIA @ LAC,L,41,12,23,0.522,0,3,0.0,6,9,0.667,0,5,5,7,1,2,4,3,30,-15,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200121,2012-11-15,MIA @ DEN,W,42,11,23,0.478,0,1,0.0,5,6,0.833,1,6,7,12,1,3,4,0,27,9,0,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200138,2012-11-17,MIA @ PHX,W,41,8,20,0.4,1,3,0.333,4,7,0.571,0,7,7,3,2,0,1,1,21,20,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200163,2012-11-21,MIA vs. MIL,W,43,11,21,0.524,2,4,0.5,4,8,0.5,2,8,10,8,1,1,1,3,28,5,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200186,2012-11-24,MIA vs. CLE,W,40,10,16,0.625,2,5,0.4,8,9,0.889,1,5,6,5,0,1,7,3,30,7,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200220,2012-11-29,MIA vs. SAS,W,39,9,16,0.563,2,5,0.4,3,6,0.5,3,6,9,7,4,0,4,2,23,-1,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200233,2012-12-01,MIA vs. BKN,W,37,8,15,0.533,1,2,0.5,4,6,0.667,1,8,9,6,1,0,2,3,21,14,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200252,2012-12-04,MIA @ WAS,L,43,12,24,0.5,1,4,0.25,1,3,0.333,2,11,13,11,3,2,3,1,26,-3,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200268,2012-12-06,MIA vs. NYK,L,39,11,20,0.55,3,5,0.6,6,9,0.667,2,8,10,9,3,0,2,0,31,-17,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200286,2012-12-08,MIA vs. NOH,W,36,11,16,0.688,0,0,0.0,2,3,0.667,1,4,5,7,2,0,4,2,24,10,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200300,2012-12-10,MIA vs. ATL,W,40,10,16,0.625,1,2,0.5,6,7,0.857,1,6,7,6,2,0,3,0,27,12,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200314,2012-12-12,MIA vs. GSW,L,42,12,23,0.522,2,4,0.5,5,5,1.0,1,2,3,5,1,0,4,0,31,-3,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200339,2012-12-15,MIA vs. WAS,W,31,8,15,0.533,0,3,0.0,7,11,0.636,0,10,10,5,1,0,2,0,23,36,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200359,2012-12-18,MIA vs. MIN,W,42,8,18,0.444,2,5,0.4,4,5,0.8,0,6,6,11,1,4,0,0,22,12,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200378,2012-12-20,MIA @ DAL,W,31,9,13,0.692,3,5,0.6,3,4,0.75,0,9,9,5,1,1,5,0,24,25,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200392,2012-12-22,MIA vs. UTA,W,38,11,20,0.55,1,1,1.0,7,10,0.7,1,8,9,7,0,0,4,0,30,14,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200407,2012-12-25,MIA vs. OKC,W,42,12,20,0.6,0,3,0.0,5,5,1.0,3,5,8,9,2,1,3,3,29,13,0,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200411,2012-12-26,MIA @ CHA,W,39,9,19,0.474,2,4,0.5,7,8,0.875,2,10,12,8,4,2,3,1,27,12,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200428,2012-12-28,MIA @ DET,L,44,15,22,0.682,2,4,0.5,3,4,0.75,1,5,6,5,6,1,3,1,35,-2,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200445,2012-12-29,MIA @ MIL,L,36,11,20,0.55,1,2,0.5,3,5,0.6,1,5,6,7,2,1,6,2,26,-8,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200454,2012-12-31,MIA @ ORL,W,48,10,22,0.455,1,6,0.167,15,16,0.938,1,7,8,11,1,0,3,2,36,4,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200469,2013-01-02,MIA vs. DAL,W,42,11,20,0.55,1,3,0.333,9,11,0.818,1,11,12,9,3,1,4,0,32,12,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200481,2013-01-04,MIA vs. CHI,L,41,8,14,0.571,1,5,0.2,13,16,0.813,0,6,6,2,1,0,2,2,30,-18,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200500,2013-01-06,MIA vs. WAS,W,35,9,17,0.529,2,3,0.667,4,4,1.0,1,1,2,7,0,1,1,0,24,26,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200512,2013-01-08,MIA @ IND,L,43,10,20,0.5,1,1,1.0,1,4,0.25,3,7,10,4,1,2,7,2,22,-5,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200529,2013-01-10,MIA @ POR,L,43,6,16,0.375,1,5,0.2,2,5,0.4,0,10,10,9,2,1,4,3,15,-9,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200548,2013-01-12,MIA @ SAC,W,29,7,10,0.7,0,1,0.0,6,7,0.857,1,4,5,7,5,2,1,0,20,28,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200561,2013-01-14,MIA @ UTA,L,44,13,19,0.684,2,4,0.5,4,4,1.0,1,3,4,6,3,2,3,5,32,1,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200579,2013-01-16,MIA @ GSW,W,31,11,20,0.55,1,5,0.2,2,3,0.667,1,6,7,10,1,0,1,2,25,33,0,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200583,2013-01-17,MIA @ LAL,W,42,17,25,0.68,1,2,0.5,4,4,1.0,0,7,7,8,3,1,2,2,39,13,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200619,2013-01-23,MIA vs. TOR,W,45,12,23,0.522,1,5,0.2,6,7,0.857,1,9,10,11,0,0,3,1,31,9,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200634,2013-01-25,MIA vs. DET,W,33,9,14,0.643,0,1,0.0,5,6,0.833,1,6,7,7,1,0,2,0,23,22,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200652,2013-01-27,MIA @ BOS,L,52,14,31,0.452,3,6,0.5,3,5,0.6,4,12,16,7,3,1,3,3,34,-2,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200675,2013-01-30,MIA @ BKN,W,34,10,18,0.556,3,4,0.75,1,4,0.25,2,7,9,7,2,0,4,2,24,22,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200685,2013-02-01,MIA @ IND,L,42,9,17,0.529,1,3,0.333,9,11,0.818,1,5,6,3,1,1,3,4,28,-9,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200707,2013-02-03,MIA @ TOR,W,40,10,16,0.625,1,2,0.5,9,11,0.818,0,8,8,7,2,0,3,1,30,29,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200711,2013-02-04,MIA vs. CHA,W,38,13,14,0.929,0,0,0.0,5,6,0.833,0,8,8,8,2,0,5,1,31,8,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200726,2013-02-06,MIA vs. HOU,W,37,11,18,0.611,3,6,0.5,7,10,0.7,1,5,6,5,0,2,4,2,32,4,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200741,2013-02-08,MIA vs. LAC,W,31,9,11,0.818,4,5,0.8,8,11,0.727,1,4,5,6,0,2,5,3,30,21,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200753,2013-02-10,MIA vs. LAL,W,36,12,18,0.667,1,2,0.5,7,8,0.875,1,6,7,4,3,0,4,4,32,7,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200770,2013-02-12,MIA vs. POR,W,39,11,15,0.733,1,3,0.333,7,8,0.875,0,6,6,9,3,2,1,0,30,21,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200787,2013-02-14,MIA @ OKC,W,40,14,24,0.583,4,8,0.5,7,9,0.778,3,9,12,7,2,0,4,3,39,15,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200802,2013-02-20,MIA @ ATL,W,40,8,15,0.533,1,4,0.25,7,8,0.875,0,6,6,11,4,0,2,1,24,16,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200809,2013-02-21,MIA @ CHI,W,34,11,15,0.733,1,4,0.25,3,3,1.0,1,11,12,7,2,0,4,2,26,6,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200826,2013-02-23,MIA @ PHI,W,32,7,12,0.583,1,4,0.25,1,2,0.5,1,9,10,11,2,0,2,1,16,14,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200833,2013-02-24,MIA vs. CLE,W,39,10,19,0.526,0,1,0.0,8,11,0.727,2,1,3,8,1,0,2,0,28,6,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200845,2013-02-26,MIA vs. SAC,W,48,14,23,0.609,1,2,0.5,11,12,0.917,3,5,8,16,2,1,2,1,40,11,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200868,2013-03-01,MIA vs. MEM,W,42,4,14,0.286,2,4,0.5,8,12,0.667,1,7,8,10,2,1,1,1,18,-1,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200880,2013-03-03,MIA @ NYK,W,43,12,23,0.522,2,6,0.333,3,6,0.5,3,8,11,7,3,1,2,1,29,9,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200892,2013-03-04,MIA @ MIN,W,35,9,16,0.563,1,4,0.25,1,1,1.0,1,9,10,4,3,2,7,3,20,10,0,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200903,2013-03-06,MIA vs. ORL,W,38,7,14,0.5,1,6,0.167,11,12,0.917,0,3,3,2,0,1,2,0,26,8,0,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200921,2013-03-08,MIA vs. PHI,W,34,10,17,0.588,2,3,0.667,3,5,0.6,3,7,10,5,1,2,3,2,25,19,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200938,2013-03-10,MIA vs. IND,W,36,5,10,0.5,0,0,0.0,3,5,0.6,1,5,6,7,1,1,4,1,13,23,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200952,2013-03-12,MIA vs. ATL,W,30,3,11,0.273,0,2,0.0,9,12,0.75,3,4,7,7,2,0,4,1,15,21,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200956,2013-03-13,MIA @ PHI,W,37,8,19,0.421,1,4,0.25,10,12,0.833,2,5,7,8,2,1,4,1,27,7,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200975,2013-03-15,MIA @ MIL,W,38,12,24,0.5,0,2,0.0,4,5,0.8,1,9,10,7,0,1,2,1,28,5,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200985,2013-03-17,MIA @ TOR,W,34,6,12,0.5,2,6,0.333,8,11,0.727,1,11,12,8,2,0,3,1,22,10,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021200998,2013-03-18,MIA @ BOS,W,42,16,29,0.552,1,4,0.25,4,6,0.667,1,6,7,12,2,2,5,3,37,13,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021201009,2013-03-20,MIA @ CLE,W,42,8,22,0.364,3,7,0.429,6,8,0.75,7,5,12,10,3,2,4,1,25,1,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021201026,2013-03-22,MIA vs. DET,W,40,12,15,0.8,1,1,1.0,4,6,0.667,1,7,8,8,2,1,3,1,29,14,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021201041,2013-03-24,MIA vs. CHA,W,34,11,14,0.786,0,1,0.0,10,11,0.909,0,8,8,10,3,3,4,0,32,22,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021201049,2013-03-25,MIA @ ORL,W,39,9,16,0.563,0,0,0.0,6,10,0.6,1,8,9,11,1,0,3,2,24,25,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021201062,2013-03-27,MIA @ CHI,L,40,11,17,0.647,2,5,0.4,8,11,0.727,0,7,7,3,2,4,4,1,32,2,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021201080,2013-03-29,MIA @ NOH,W,32,13,20,0.65,7,10,0.7,3,5,0.6,0,4,4,6,2,0,3,0,36,19,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021201140,2013-04-06,MIA vs. PHI,W,30,12,17,0.706,1,2,0.5,2,2,1.0,0,4,4,5,1,0,1,1,27,22,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021201157,2013-04-09,MIA vs. MIL,W,30,11,16,0.688,0,1,0.0,6,6,1.0,1,6,7,7,2,1,3,0,28,21,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021201180,2013-04-12,MIA vs. BOS,W,29,8,10,0.8,0,0,0.0,4,4,1.0,1,5,6,9,0,0,1,1,20,6,1,2012-13,Regular Season,2544,LeBron James
22012,2544,0021201194,2013-04-14,MIA vs. CHI,W,35,7,12,0.583,1,1,1.0,9,12,0.75,0,7,7,6,1,0,3,2,24,8,1,2012-13,Regular Season,2544,LeBron James
42012,2544,0041200101,2013-04-21,MIA vs. MIL,W,35,9,11,0.818,1,2,0.5,8,11,0.727,2,8,10,8,0,0,5,2,27,14,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200102,2013-04-23,MIA vs. MIL,W,39,6,14,0.429,0,3,0.0,7,8,0.875,1,7,8,6,1,0,4,2,19,13,0,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200103,2013-04-25,MIA @ MIL,W,33,9,14,0.643,2,4,0.5,2,4,0.5,0,5,5,6,0,0,5,2,22,14,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200104,2013-04-28,MIA @ MIL,W,41,13,20,0.65,0,2,0.0,4,7,0.571,2,6,8,7,3,1,5,3,30,16,0,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200201,2013-05-06,MIA vs. CHI,L,44,8,17,0.471,1,3,0.333,7,9,0.778,2,6,8,7,2,1,2,2,24,-15,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200202,2013-05-08,MIA vs. CHI,W,32,7,12,0.583,1,3,0.333,4,8,0.5,0,5,5,9,3,0,3,1,19,25,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200203,2013-05-10,MIA @ CHI,W,44,6,17,0.353,2,4,0.5,11,11,1.0,0,8,8,7,2,0,1,0,25,7,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200204,2013-05-13,MIA @ CHI,W,43,9,20,0.45,1,4,0.25,8,9,0.889,0,7,7,8,2,0,5,0,27,27,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200205,2013-05-15,MIA vs. CHI,W,44,5,14,0.357,1,3,0.333,12,15,0.8,0,7,7,8,2,0,2,3,23,4,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200301,2013-05-22,MIA vs. IND,W,47,12,24,0.5,2,6,0.333,4,7,0.571,3,7,10,10,0,3,4,5,30,3,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200302,2013-05-24,MIA vs. IND,L,45,14,20,0.7,3,7,0.429,5,7,0.714,4,4,8,3,3,1,5,3,36,-7,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200303,2013-05-26,MIA @ IND,W,41,8,17,0.471,0,1,0.0,6,6,1.0,0,4,4,3,0,0,0,0,22,22,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200304,2013-05-28,MIA @ IND,L,43,8,18,0.444,4,7,0.571,4,6,0.667,4,2,6,5,1,3,2,6,24,-3,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200305,2013-05-30,MIA vs. IND,W,44,13,26,0.5,3,7,0.429,1,4,0.25,0,8,8,6,2,1,3,1,30,14,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200306,2013-06-01,MIA @ IND,L,42,10,21,0.476,2,4,0.5,7,8,0.875,0,7,7,6,2,1,4,2,29,-22,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200307,2013-06-03,MIA vs. IND,W,41,8,17,0.471,1,2,0.5,15,16,0.938,2,6,8,4,2,1,2,1,32,21,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200401,2013-06-06,MIA vs. SAS,L,42,7,16,0.438,1,5,0.2,3,4,0.75,2,16,18,10,0,0,2,0,18,-3,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200402,2013-06-09,MIA vs. SAS,W,41,7,17,0.412,1,3,0.333,2,2,1.0,1,7,8,7,3,3,2,2,17,29,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200403,2013-06-11,MIA @ SAS,L,39,7,21,0.333,1,5,0.2,0,0,,1,10,11,5,2,0,2,0,15,-32,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200404,2013-06-13,MIA @ SAS,W,41,15,25,0.6,1,2,0.5,2,4,0.5,3,8,11,4,2,2,1,2,33,8,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200405,2013-06-16,MIA @ SAS,L,44,8,22,0.364,2,4,0.5,7,9,0.778,3,3,6,8,4,0,3,1,25,-9,1,2012-13,Playoffs,2544,LeBron James
42012,2544,0041200406,2013-06-18,MIA vs. SAS,W,50,11,26,0.423,1,5,0.2,9,12,0.75,4,6,10,11,3,1,6,3,32,-1,1,2012-13,Playoffs,2544,LeBron James
